vio,blu,grn,yel,org,red,UV,Ambient Light,Humidity,Temprature Air,Water Content,
Temprature Soil,EC,PH,Nitrogen Content,Phosphorus Content,Potassium Content,Tem
prature Soil 2,Soil Capacitance,Gas Ohms
7793.8134765625,5065.69873046875,3436.924560546875,3671.52734375,3045.268554687
5,2803.77734375,5,1227,21.05083465576172,17.369651794433594,0,19.31,3,9.3,0,0,0
,19.259174352600002,440,12535991.793939594
