vio,blu,grn,yel,org,red,UV,Ambient Light,Humidity,Temprature Air,Water Content,
Temprature Soil,EC,PH,Nitrogen Content,Phosphorus Content,Potassium Content,Tem
prature Soil 2,Soil Capacitance,Gas Ohms
6325.38232421875,4717.43212890625,4703.8125,3712.045654296875,3654.89111328125,
2430.513671875,2,2711,17.853641510009766,17.643356323242188,3.68,19.47,3,8.6,0,
0,0,19.259174352600002,1015,12535991.793939594
